funcName,lable,paramList,cyclomaticNum,loopNum,nestingDegree,SLOC,ALOC,localVars,localPtrVars,pointerArgs,callees,callers,height,conditions,cmps,jmps,ptrAssn
Blowfish_expand0state,0,0.16,0.07,0,0.38,0.04,0.21,0.17,0,0.1,0.01,0,0.38,0.03,0.07,0.1,0
ssh_hmac_final,0,0.16,0.06,0,0.38,0.01,0.11,0.03,0.03,0.1,0.02,0,0.54,0.01,0.02,0.08,0
deserialise_identity2,0,0.16,0.06,0,0.38,0.02,0.12,0.11,0.09,0.1,0.02,0,0.54,0.02,0.07,0.07,0.03
plain_key_blob,0,0.16,0.06,0,0.38,0.02,0.1,0.03,0.1,0.2,0.02,0,0.54,0.02,0.03,0.07,0
sys_tun_outfilter,0,0.16,0.05,0,0.38,0.02,0.14,0.09,0.16,0.2,0.01,0,1,0.02,0.05,0.06,0.06
stravis,0,0.16,0.05,0,0.38,0.02,0.13,0.09,0.01,0.2,0.02,0,1,0.01,0.02,0.03,0.06
kex_protocol_error,0,0.16,0.04,0,0.38,0.01,0.08,0.03,0.07,0.1,0.02,0,1,0.01,0.05,0.05,0
revoke_blob,0,0.16,0.04,0,0.38,0.02,0.09,0,0.07,0.1,0.02,0,0.62,0.01,0.03,0.03,0
buffer_get_ret,0,0.16,0.03,0,0.38,0.01,0.08,0.03,0.03,0.1,0.01,0,0.77,0.01,0.02,0.02,0
key_load_file,0,0.16,0.03,0,0.38,0.01,0.08,0.03,0.03,0.1,0.02,0,1,0.01,0.02,0.02,0
blf_ecb_encrypt,0,0.16,0.03,0,0.38,0.02,0.15,0.09,0,0.1,0,0,1,0.01,0.02,0.03,0
blf_ecb_decrypt,0,0.16,0.03,0,0.38,0.02,0.15,0.09,0,0.1,0,0,1,0.01,0.02,0.03,0
setresuid,0,0.16,0,0,0.38,0.02,0,0,0,0,0.01,0,0.73,0.01,0,0,0
setresgid,0,0.16,0,0,0.38,0.02,0,0,0,0,0.01,0,0.77,0.01,0,0,0
ssh_packet_need_rekeying,0,0.11,0.18,0,0.38,0.02,0.21,0.03,0.17,0,0.01,0,0.69,0.04,0.08,0.24,0
kex_names_cat,0,0.11,0.18,0,0.38,0.03,0.23,0.14,0.03,0.2,0.06,0,0.69,0.05,0.14,0.2,0
is_key_revoked,0,0.11,0.17,0,0.38,0.05,0.19,0.03,0.2,0,0.06,0,0.62,0.08,0.14,0.24,0
bindresvport_sa,0,0.11,0.17,0,0.38,0.06,0.26,0.17,0.01,0,0.03,0,0.62,0.06,0.19,0.19,0.03
tilde_expand_filename,0,0.11,0.14,0,0.38,0.04,0.24,0.17,0.07,0.1,0.04,0.01,0.85,0.06,0.17,0.14,0
mm_send_fd,0,0.11,0.12,0,0.38,0.04,0.24,0.09,0.03,0,0.03,0,0.92,0.02,0.1,0.12,0
sshkey_dump_ec_point,0,0.11,0.12,0,0.38,0.04,0.2,0,0.02,0,0.07,0,0.92,0.04,0.1,0.07,0
ssh_msg_recv,0,0.11,0.11,0,0.38,0.03,0.19,0.11,0.03,0,0.05,0,0.85,0.04,0.08,0.11,0
show_other_keys,0,0.11,0.11,0,0.38,0.07,0.27,0.14,0.09,0,0.03,0,1,0.04,0.07,0.1,0
uhash_init,0,0.11,0.1,0,0.38,0.03,0.29,0.06,0,0,0.04,0,0.38,0.02,0.1,0.16,0
uhash_init,0,0.11,0.1,0,0.38,0.03,0.29,0.06,0,0,0.04,0,0.38,0.02,0.1,0.16,0
a2tun,0,0.11,0.1,0,0.38,0.03,0.17,0.11,0.03,0.2,0.03,0,0,0.04,0.05,0.11,0.06
sshbuf_put_bignum2,0,0.11,0.09,0,0.38,0.02,0.19,0.11,0.03,0,0.02,0.03,0.85,0.03,0.08,0.11,0.03
sshbuf_froms,0,0.11,0.09,0,0.38,0.02,0.16,0.09,0.08,0,0.02,0.01,0.62,0.03,0.1,0.12,0.06
channel_request_rforward_cancel_tcpip,0,0.11,0.09,0,0.38,0.03,0.23,0.03,0,0.1,0.04,0,0.85,0.03,0.03,0.08,0
sshkey_write,0,0.11,0.08,0,0.38,0.02,0.14,0.03,0.23,0,0.03,0.01,0.92,0.03,0.05,0.08,0
channel_update_permitted_opens,0,0.11,0.08,0,0.38,0.03,0.18,0,0,0,0.02,0,0.92,0.03,0.07,0.09,0
userauth,0,0.11,0.08,0,0.38,0.03,0.15,0,0.11,0.1,0.03,0.01,0.92,0.03,0.03,0.08,0
mysignal,0,0.11,0.07,0,0.38,0.02,0.13,0,0.02,0.1,0.02,0,0.81,0.03,0.07,0.08,0
ipv64_normalise_mapped,0,0.11,0.07,0,0.38,0.02,0.17,0.03,0,0.1,0.02,0,0.54,0.01,0.03,0.09,0.03
add_local_forward,0,0.11,0.07,0,0.38,0.02,0.23,0.03,0.28,0,0.01,0,0.92,0.02,0.03,0.08,0
ssh_packet_start_compression,0,0.11,0.06,0,0.38,0.01,0.09,0.03,0.07,0,0.01,0,0.77,0.01,0.05,0.08,0
kex_assemble_names,0,0.11,0.06,0,0.38,0.02,0.1,0.03,0.01,0.2,0.01,0.01,0.77,0.02,0.05,0.09,0.06
send_client_banner,0,0.11,0.05,0,0.38,0.01,0.14,0,0,0,0.03,0,0.69,0.01,0.02,0.02,0
ssh_packet_read_expect,0,0.11,0.05,0,0.38,0.01,0.1,0.06,0.07,0,0.01,0,0.92,0.02,0.05,0.08,0
buffer_get_cstring_ret,0,0.11,0.05,0,0.38,0.01,0.11,0.09,0.03,0.1,0.01,0,0.92,0.01,0.03,0.05,0.03
sshkey_equal,0,0.11,0.05,0,0.38,0.01,0.09,0,0.1,0,0.01,0.03,0.85,0.02,0.05,0.08,0
buffer_get_string_ret,0,0.11,0.05,0,0.38,0.01,0.11,0.09,0.03,0.1,0.01,0.01,0.62,0.01,0.03,0.05,0.03
dh_new_group_asc,0,0.11,0.05,0,0.38,0.01,0.08,0,0.09,0.2,0.02,0,0.92,0.01,0.02,0.06,0
buffer_get_string_ptr_ret,0,0.11,0.05,0,0.38,0.01,0.11,0.09,0.03,0.1,0.01,0,0.54,0.01,0.03,0.05,0.03
nh_final,0,0.11,0.05,0,0.38,0.02,0.15,0.06,0,0.1,0.02,0,0.38,0.01,0,0.07,0.11
nh_final,0,0.11,0.05,0,0.38,0.02,0.15,0.06,0,0.1,0.02,0,0.38,0.01,0,0.07,0.11
mac_setup,0,0.11,0.05,0,0.38,0.02,0.09,0,0.04,0.1,0.01,0,0.85,0.02,0.02,0.07,0
add_remote_forward,0,0.11,0.05,0,0.38,0.02,0.2,0.03,0.28,0,0.01,0,0.92,0.01,0.02,0.05,0
ssh_krl_revoke_key,0,0.11,0.04,0,0.38,0.01,0.07,0,0.09,0,0.02,0,1,0.01,0,0.02,0
kex_setup,0,0.11,0.04,0,0.38,0.01,0.07,0.03,0.07,0.1,0.01,0,0.69,0.01,0.03,0.05,0
key_from_blob,0,0.11,0.04,0,0.38,0.01,0.1,0.03,0.05,0.1,0.02,0.02,0.92,0.01,0.02,0.03,0
buffer_get_char_ret,0,0.11,0.03,0,0.38,0.01,0.07,0.03,0.03,0.1,0.01,0,0.92,0.01,0.02,0.02,0
buffer_get_int_ret,0,0.11,0.03,0,0.38,0.01,0.07,0.03,0.03,0.1,0.01,0.01,0.62,0.01,0.02,0.02,0
key_ec_validate_public,0,0.11,0.03,0,0.38,0.01,0.08,0.03,0,0,0.02,0,1,0.01,0.02,0.02,0
buffer_get_short_ret,0,0.11,0.03,0,0.38,0.01,0.07,0.03,0.03,0.1,0.01,0,0.92,0.01,0.02,0.02,0
buffer_get_int64_ret,0,0.11,0.03,0,0.38,0.01,0.07,0.03,0.03,0.1,0.01,0,0.92,0.01,0.02,0.02,0
set_addrinfo_port,0,0.11,0.03,0,0.38,0.02,0.08,0,0.05,0,0.01,0,0.85,0.01,0.05,0.06,0.06
site_chmod,0,0.1,0.32,1,0.38,0.3,0.48,0.3,0.09,0,0.19,0,1,0.25,0.43,0.46,0.08
pr_cmd_read,0,0.1,0.12,0,0.38,0.1,0.19,0.09,0.07,0,0.04,0,0.84,0.14,0.34,0.26,0.04
pr_cmd_read,0,0.1,0.12,0,0.38,0.1,0.19,0.09,0.07,0,0.04,0,0.84,0.14,0.34,0.26,0.04
core_mdtm,0,0.1,0.11,0,0.38,0.06,0.2,0.09,0.07,0,0.11,0,1,0.06,0.08,0.07,0
pr_netaddr_get_dnsstr,0,0.1,0.09,0,0.38,0.05,0.14,0.09,0.01,0,0.07,0.01,0.79,0.06,0.11,0.14,0
pr_netaddr_get_dnsstr,0,0.1,0.09,0,0.38,0.05,0.14,0.09,0.01,0,0.07,0.01,0.79,0.06,0.11,0.14,0
xfer_allo,0,0.1,0.08,0,0.38,0.12,0.14,0.09,0.07,0,0.08,0,1,0.04,0.04,0.04,0
set_fsoptions,0,0.1,0.05,0,0.38,0.02,0.1,0.04,0.12,0,0.03,0,1,0.03,0.02,0.03,0.04
set_transferoptions,0,0.1,0.05,0,0.38,0.02,0.1,0.04,0.12,0,0.03,0,1,0.03,0.02,0.03,0.04
sortfiles,0,0.1,0.05,0,0.38,0.12,0.12,0,0.06,0,0.01,0,0.84,0.04,0.02,0.06,0
pr_fs_valid_path,0,0.1,0.04,0,0.38,0.02,0.08,0,0,0.14,0.01,0.01,0.68,0.04,0.06,0.11,0
pr_fs_valid_path,0,0.1,0.04,0,0.38,0.02,0.08,0,0,0.14,0.01,0.01,0.68,0.04,0.06,0.11,0
fixup_globals,0,0.1,0.04,0,0.38,0.03,0.07,0,0.31,0,0.01,0,0.84,0.05,0.03,0.06,0
convtime,0,0.05,0.25,0,0.38,0.05,0.27,0.11,0.02,0.1,0,0,1,0.04,0.34,0.38,0
ssh_packet_close,0,0.05,0.24,0,0.38,0.15,0.28,0.06,0.17,0,0.08,0,0.85,0.07,0.07,0.27,0
permanently_set_uid,0,0.05,0.2,0,0.38,0.03,0.22,0.06,0.04,0,0.12,0,0.85,0.06,0.19,0.17,0
mux_client_request_terminate,0,0.05,0.15,0,0.38,0.04,0.22,0.09,0.03,0,0.08,0,1,0.04,0.08,0.09,0
mm_receive_fd,0,0.05,0.15,0,0.38,0.04,0.26,0.11,0.03,0,0.03,0,0.69,0.03,0.14,0.17,0
channel_free,0,0.05,0.14,0,0.38,0.04,0.27,0.09,0.2,0,0.07,0.01,0.62,0.05,0.05,0.15,0
mux_client_hello_exchange,0,0.05,0.13,0,0.38,0.05,0.2,0.06,0.03,0,0.08,0,0.77,0.04,0.03,0.08,0
sshkey_ec_validate_private,0,0.05,0.12,0,0.38,0.03,0.18,0.03,0.02,0,0.05,0,0.54,0.04,0.08,0.14,0
ssh_get_authentication_socket,0,0.05,0.11,0,0.38,0.03,0.2,0.09,0.01,0.1,0.03,0,0.77,0.04,0.08,0.12,0.06
permanently_drop_suid,0,0.05,0.09,0,0.38,0.01,0.14,0.03,0,0,0.05,0,0.81,0.02,0.08,0.07,0
clear_forwardings,0,0.05,0.09,0,0.38,0.03,0.12,0.03,0.22,0,0.04,0,0.77,0.03,0.03,0.07,0
channel_request_rforward_cancel_streamlocal,0,0.05,0.09,0,0.38,0.03,0.2,0.03,0,0.1,0.03,0,0.85,0.03,0.03,0.08,0
kexecdh_client,0,0.05,0.09,0,0.38,0.04,0.16,0.03,0.21,0,0.05,0,1,0.03,0.1,0.09,0
channel_garbage_collect,0,0.05,0.08,0,0.38,0.02,0.1,0,0.15,0,0.03,0,0.54,0.04,0.02,0.06,0
set_nodelay,0,0.05,0.07,0,0.38,0.02,0.13,0.06,0,0,0.03,0,0.85,0.02,0.05,0.05,0
chan_ibuf_empty,0,0.05,0.07,0,0.38,0.02,0.1,0,0.15,0,0.03,0,0.62,0.03,0.02,0.05,0
enter_raw_mode,0,0.05,0.07,0,0.38,0.02,0.19,0,0,0,0.02,0,0.69,0.03,0.07,0.07,0
colon,0,0.05,0.07,0.01,0.38,0.02,0.1,0.03,0,0.1,0,0,1,0.05,0.17,0.18,0
set_nonblock,0,0.05,0.07,0,0.38,0.02,0.11,0.03,0,0,0.03,0.02,0.77,0.02,0.03,0.07,0
ssh_hmac_start,0,0.05,0.07,0,0.38,0.02,0.12,0,0.03,0,0.03,0,0.46,0.02,0.02,0.08,0
unset_nonblock,0,0.05,0.07,0,0.38,0.02,0.11,0.03,0,0,0.03,0.01,0.58,0.02,0.03,0.07,0
authmethod_lookup,0,0.05,0.06,0,0.38,0.01,0.09,0,0.04,0.1,0.01,0,0.69,0.03,0.03,0.08,0
channel_check_window,0,0.05,0.06,0,0.38,0.01,0.15,0,0.15,0,0.02,0,0.92,0.01,0.05,0.06,0
channel_rfwd_bind_host,0,0.05,0.06,0,0.38,0.01,0.08,0,0,0.1,0,0,0.62,0.03,0.02,0.1,0
get_local_name,0,0.05,0.06,0,0.38,0.01,0.11,0.06,0.01,0,0.02,0,0.92,0.01,0.03,0.06,0
channel_cancel_lport_listener_streamlocal,0,0.05,0.06,0,0.38,0.03,0.14,0.06,0,0.1,0.02,0,0.85,0.04,0.07,0.1,0
main_sigchld_handler,0,0.05,0.05,0,0.38,0.01,0.1,0.09,0,0,0.01,0,1,0.01,0.05,0.05,0
reduce_add_sub,0,0.05,0.05,0,0.38,0.02,0.16,0.09,0,0,0,0,0.69,0.01,0.03,0.06,0
reduce_add_sub,0,0.05,0.05,0,0.38,0.02,0.16,0.09,0,0,0,0,0.69,0.01,0.03,0.06,0
reduce_mul,0,0.05,0.05,0,0.38,0.02,0.13,0.09,0,0,0,0,0.69,0.01,0.03,0.05,0
sshkey_free,0,0.05,0.05,0,0.38,0.06,0.08,0,0.05,0,0.04,0.1,0.85,0.06,0.03,0.05,0
leave_raw_mode,0,0.05,0.04,0,0.38,0.01,0.07,0,0,0,0.01,0,0.65,0.02,0.03,0.05,0
key_private_deserialize,0,0.05,0.04,0,0.38,0.01,0.1,0.03,0.07,0,0.02,0,1,0.01,0.02,0.03,0
ssh_hmac_free,0,0.05,0.04,0,0.38,0.01,0.06,0,0.03,0,0.03,0,0.62,0.01,0.02,0.02,0
sshkey_dump_ec_key,0,0.05,0.04,0,0.38,0.01,0.1,0,0.01,0,0.03,0,1,0.01,0.02,0.01,0
channel_cancel_rport_listener_streamlocal,0,0.05,0.04,0,0.38,0.02,0.12,0.06,0,0.1,0.01,0,0.92,0.03,0.05,0.08,0
chan_write_failed2,0,0.05,0.04,0,0.38,0.02,0.08,0,0.15,0,0.02,0,0.85,0.01,0.02,0.02,0
ssh_free_identitylist,0,0.05,0.04,0,0.38,0.02,0.07,0.03,0.02,0,0.01,0,0.62,0.03,0.03,0.06,0
umac_new,0,0.05,0.04,0,0.38,0.02,0.12,0.03,0.02,0.1,0.02,0,0.46,0.01,0.02,0.02,0
free_hostkeys,0,0.05,0.04,0,0.38,0.02,0.08,0.03,0.01,0,0.03,0,0.77,0.01,0.02,0.02,0
ssh_put_password,0,0.05,0.04,0,0.38,0.02,0.1,0.06,0.01,0.1,0.03,0,1,0.01,0,0.01,0
channel_connect_ctx_free,0,0.05,0.03,0,0.38,0.01,0.06,0,0.03,0,0.02,0,0.69,0.01,0.02,0.02,0
kex_alg_by_name,0,0.05,0.03,0,0.38,0.01,0.06,0,0.01,0.1,0,0,0.92,0.01,0,0.05,0
key_to_certified,0,0.05,0.03,0,0.38,0.01,0.07,0.03,0.05,0,0.02,0,1,0.01,0.02,0.02,0
key_ec_validate_private,0,0.05,0.03,0,0.38,0.01,0.07,0.03,0,0,0.02,0,1,0.01,0.02,0.02,0
key_drop_cert,0,0.05,0.03,0,0.38,0.01,0.07,0.03,0.05,0,0.02,0,0.77,0.01,0.02,0.02,0
freeargs,0,0.05,0.03,0,0.38,0.01,0.07,0.03,0.01,0,0.01,0,1,0.01,0.02,0.03,0
cleanhostname,0,0.05,0.03,0,0.38,0.01,0.05,0,0,0.1,0.01,0.01,0.85,0.01,0.03,0.03,0
log_redirect_stderr_to,0,0.05,0.03,0,0.38,0.01,0.08,0.03,0,0.1,0.02,0,0.92,0.01,0.02,0.01,0
ssh_packet_not_very_much_data_to_write,0,0.05,0.02,0,0.38,0,0.05,0,0.07,0,0.01,0,0.69,0.01,0.03,0.02,0
sshbuf_init,0,0.05,0.02,0,0.38,0.01,0.08,0,0.03,0,0.01,0,0.85,0.01,0,0.01,0
inet_ntoa,0,0.05,0,0,0.38,0.03,0,0,0,0,0.02,0,0.85,0,0,0,0
unsetenv,0,0.05,0,0,0.38,0.03,0,0,0,0,0,0,0.85,0.04,0,0,0.03
delay_table_init,0,0,0.37,0,0.38,0.49,0.38,0.22,0.12,0,0.23,0,0.95,0.25,0.17,0.25,0
ssh_session2,0,0,0.18,0,0.38,0.05,0.27,0.03,0,0,0.05,0,0.85,0.07,0.03,0.2,0
monotime_double,0,0,0.07,0,0.38,0.03,0.11,0,0,0,0.02,0,1,0.02,0,0.07,0
cert_new,0,0,0.06,0,0.38,0.01,0.09,0,0.05,0,0.02,0,0.62,0.01,0.02,0.07,0
channel_print_adm_permitted_opens,0,0,0.06,0,0.38,0.02,0.12,0.03,0,0,0.02,0,1,0.02,0.02,0.05,0
monotime,0,0,0.06,0,0.38,0.03,0.1,0,0,0,0.02,0.01,0.69,0.02,0,0.07,0
bitmap_new,0,0,0.04,0,0.38,0.01,0.07,0,0.01,0,0.01,0,0.54,0.01,0.02,0.05,0
sshbuf_new,0,0,0.04,0,0.38,0.02,0.09,0,0.03,0,0.01,0.1,0.69,0.01,0.02,0.05,0
default_ssh_port,0,0,0.03,0,0.38,0.01,0.06,0,0.03,0,0.01,0,0.85,0.01,0.02,0.03,0
channel_find_open,0,0,0.03,0,0.38,0.05,0.11,0.03,0.15,0,0.01,0,1,0.03,0.05,0.07,0
channel_still_open,0,0,0.03,0,0.38,0.05,0.1,0.03,0.15,0,0.01,0,0.69,0.04,0.05,0.06,0
leave_non_blocking,0,0,0.02,0,0.38,0,0.04,0,0,0,0.01,0,0.65,0.01,0,0.01,0
ssh_krl_init,0,0,0.02,0,0.38,0.01,0.05,0,0.04,0,0.02,0,0.62,0.01,0.02,0.02,0
TIFFClientOpen,0,1,0,0,0.37,0.27,0,0.1,0.59,1,0.16,0.03,1,0.33,0,0,0
TIFFClientOpen,0,1,0,0,0.37,0.27,0,0.1,0.59,1,0.16,0.03,1,0.33,0,0,0
TIFFWriteAnyArray,0,0.6,0.03,0,0.37,0.12,0.11,0.19,0.59,0.1,0.09,0,0.89,0.21,0.03,0.03,0
TIFFReadRawStrip1,0,0.5,0.03,0,0.37,0.03,0.17,0,0.67,0.2,0.05,0.01,0.67,0.05,0.02,0.03,0
TIFFReadRawTile1,0,0.5,0.03,0,0.37,0.03,0.17,0,0.67,0.2,0.05,0.01,0.56,0.05,0.02,0.03,0
LZWDecodeCompat,0,0.4,0.13,0.06,0.37,0.17,0.37,0.43,0.81,0.1,0.06,0,1,0.24,0.18,0.14,0.32
TIFFFetchStripThing,0,0.4,0.07,0,0.37,0.05,0.17,0.05,0.57,0.1,0.07,0.01,0.78,0.1,0.07,0.06,0.05
ZIPDecode,0,0.4,0.05,0,0.37,0.04,0.12,0,0.6,0.1,0.05,0,1,0.07,0.03,0.04,0
PixarLogDecode,0,0.4,0.01,0,0.37,0.11,0.07,0.19,0.83,0.1,0.11,0,1,0.11,0.01,0.01,0
NeXTDecode,0,0.4,0,0,0.37,0.08,0,0.1,0.59,0.1,0.03,0,1,0.09,0,0,0.05
EstimateStripByteCounts,0,0.3,0.1,0,0.37,0.06,0.24,0.05,0.57,0,0.05,0.01,0.78,0.11,0.05,0.05,0
TIFFAdvanceDirectory,0,0.3,0.08,0,0.37,0.05,0.18,0.05,0.57,0.2,0.11,0.02,0.89,0.13,0.05,0.07,0.11
PixarLogVSetField,0,0.3,0.06,0,0.37,0.06,0.17,0.05,0.75,0,0.12,0,1,0.06,0.03,0.06,0
ZIPVSetField,0,0.3,0.03,0,0.37,0.02,0.12,0,0.63,0,0.03,0,1,0.03,0.01,0.03,0
TIFFFetchShortArray,0,0.3,0.03,0,0.37,0.03,0.07,0,0.57,0.1,0.01,0.02,0.67,0.05,0.04,0.03,0
L16toGry,0,0.3,0.02,0,0.37,0.01,0.09,0.1,0.1,0.1,0.01,0,1,0.03,0,0.02,0.05
_TIFFSetupFieldInfo,0,0.3,0,0,0.37,0.02,0,0,0.59,0,0.03,0.01,1,0.03,0,0,0
_TIFFSetupFieldInfo,0,0.3,0,0,0.37,0.02,0,0,0.59,0,0.03,0.01,1,0.03,0,0,0
TIFFYCbCrToRGBInit,0,0.3,0,0,0.37,0.08,0,0.1,0.11,0.2,0.07,0,1,0.02,0,0,0
TIFFYCbCrToRGBInit,0,0.3,0,0,0.37,0.08,0,0.1,0.11,0.2,0.07,0,1,0.02,0,0,0
LogL16fromY,0,0.2,0,0,0.37,0.01,0,0,0,0,0.03,0.01,1,0.05,0,0,0
LogL16fromY,0,0.2,0,0,0.37,0.01,0,0,0,0,0.03,0.01,1,0.05,0,0,0
TIFFVTileSize,0,0.2,0,0,0.37,0.02,0,0.05,0.67,0,0.08,0.01,1,0.03,0,0,0
TIFFVTileSize,0,0.2,0,0,0.37,0.02,0,0.05,0.67,0,0.08,0.01,1,0.03,0,0,0
PixarLogSetupDecode,0,0.1,0.05,0,0.37,0.03,0.16,0.05,0.81,0,0.07,0,1,0.07,0.03,0.04,0
PixarLogSetupEncode,0,0.1,0.05,0,0.37,0.03,0.16,0.05,0.81,0,0.07,0,1,0.07,0.03,0.04,0
buildMap,0,0.1,0.01,0,0.37,0.02,0.04,0,0.16,0,0.04,0.01,0.89,0.06,0.01,0.01,0
TIFFCleanup,0,0.1,0,0,0.37,0.04,0,0,0.57,0,0.1,0.01,1,0.09,0,0,0
TIFFCleanup,0,0.1,0,0,0.37,0.04,0,0,0.57,0,0.1,0.01,1,0.09,0,0,0
TIFFGetConfiguredCODECs,0,0,0.05,0,0.37,0.05,0.12,0.05,0.13,0,0.07,0,1,0.07,0.05,0.08,0
TIFFGetConfiguredCODECs,0,0,0.05,0,0.37,0.05,0.12,0.05,0.13,0,0.07,0,1,0.07,0.05,0.08,0
png_do_shift,0,0.27,0.25,0.02,0.36,0.1,0.28,0,0,0,0.02,0,0.82,0.19,0.23,0.27,0.08
png_handle_cHRM,0,0.27,0,0,0.36,0.12,0,0.25,0,0,0.7,0.01,0.94,0.2,0,0,0
pr_ipbind_open,0,0.6,0.06,0,0.35,0.05,0.13,0.04,0.08,0,0.01,0,0.74,0.07,0.17,0.13,0
pr_ipbind_open,0,0.6,0.06,0,0.35,0.05,0.13,0.04,0.08,0,0.01,0,0.74,0.07,0.17,0.13,0
channel_new,0,0.53,0.1,0,0.35,0.1,0.41,0.06,0.15,0.2,0.04,0.01,0.92,0.05,0.08,0.12,0
copy_dir,0,0.5,0.12,0,0.35,0.11,0.19,0,0,0.29,0.07,0,0.84,0.09,0.05,0.08,0
get_groups_by_initgroups,0,0.5,0.09,0,0.35,0.09,0.15,0.22,0.05,0.14,0.04,0,0.95,0.08,0.09,0.08,0.08
pr_fs_have_access,0,0.5,0.07,0,0.35,0.06,0.1,0.04,0.01,0,0,0,0.89,0.11,0.15,0.22,0
pr_fs_have_access,0,0.5,0.07,0,0.35,0.06,0.1,0.04,0.01,0,0,0,0.89,0.11,0.15,0.22,0
get_groups_by_getgrouplist,0,0.5,0.07,0,0.35,0.07,0.14,0.17,0.05,0.14,0.03,0,0.95,0.06,0.07,0.07,0.08
get_groups_by_getgrset,0,0.5,0,0,0.35,0.06,0.02,0.04,0.05,0.14,0.05,0,0.95,0.07,0,0,0.08
chachapoly_crypt,0,0.42,0.09,0,0.35,0.05,0.28,0.14,0,0.2,0.05,0,0.62,0.03,0.05,0.07,0
pr_data_open,0,0.4,0.14,0,0.35,0.08,0.21,0.04,0,0.29,0.08,0.01,0.95,0.12,0.06,0.25,0
pr_data_open,0,0.4,0.14,0,0.35,0.08,0.21,0.04,0,0.29,0.08,0.01,0.95,0.12,0.06,0.25,0
delay_get_median,0,0.4,0.06,0,0.35,0.06,0.15,0.09,0.02,0.14,0.03,0,0.95,0.07,0.06,0.07,0.08
shutdown_end_session,0,0.4,0,0,0.35,0.04,0,0,0,0.57,0.07,0,1,0.08,0,0,0
shutdown_end_session,0,0.4,0,0,0.35,0.04,0,0,0,0.57,0.07,0,1,0.08,0,0,0
cipher_crypt,0,0.37,0.23,0,0.35,0.02,0.29,0,0.01,0.2,0.02,0,0.69,0.03,0.08,0.31,0
cipher_init,0,0.37,0.22,0,0.35,0.04,0.34,0.11,0.1,0.2,0.02,0,0.54,0.04,0.19,0.27,0
sshkey_private_to_fileblob,0,0.37,0.06,0,0.35,0.03,0.09,0,0.07,0.3,0.02,0,0.85,0.01,0.07,0.05,0
openssh_RSA_verify,0,0.32,0.16,0,0.35,0.06,0.31,0.26,0.15,0.2,0.03,0,0.92,0.06,0.22,0.24,0
channel_prepare_select,0,0.32,0.1,0,0.35,0.03,0.18,0.09,0,0.3,0.03,0,0.62,0.02,0.08,0.06,0.11
mac_check,0,0.32,0.05,0,0.35,0.02,0.14,0.06,0.03,0.2,0.01,0,0.46,0.02,0.03,0.08,0
main,0,0.3,0.26,0,0.35,0.3,0.35,0.22,0.01,0.29,0.39,0.01,0.95,0.24,0.32,0.32,0
main,0,0.3,0.26,0,0.35,0.3,0.35,0.22,0.01,0.29,0.39,0.01,0.95,0.24,0.32,0.32,0
parse_config_path2,0,0.3,0.25,0,0.35,0.14,0.31,0.17,0.03,0.14,0.16,0,0.89,0.19,0.44,0.46,0.12
parse_config_path2,0,0.3,0.25,0,0.35,0.14,0.31,0.17,0.03,0.14,0.16,0,0.89,0.19,0.44,0.46,0.12
get_addr_by_ip,0,0.3,0.1,0,0.35,0.06,0.13,0.04,0.01,0.14,0.1,0,0.74,0.08,0.04,0.06,0.08
set_regex,0,0.3,0.09,0,0.35,0.03,0.16,0.09,0.12,0.29,0.05,0,0.95,0.04,0.06,0.04,0
check_unsupported_algo,0,0.3,0.09,0,0.35,0.11,0.13,0.13,0.12,0.29,0.05,0,0.95,0.07,0.05,0.05,0
find_best_dir,0,0.3,0.07,0,0.35,0.04,0.13,0.17,0.2,0.29,0.02,0,0.74,0.08,0.14,0.11,0.12
pr_netio_gets,0,0.3,0.06,0.02,0.35,0.06,0.13,0.09,0.05,0.14,0.01,0,0.84,0.09,0.29,0.26,0.15
pr_netio_gets,0,0.3,0.06,0.02,0.35,0.06,0.13,0.09,0.05,0.14,0.01,0,0.84,0.09,0.29,0.26,0.15
pr_fs_decode_path2,0,0.3,0.01,0,0.35,0.05,0.02,0,0,0.14,0.04,0.02,0.84,0.06,0.04,0.03,0
pr_fs_decode_path2,0,0.3,0.01,0,0.35,0.05,0.02,0,0,0.14,0.04,0.02,0.84,0.06,0.04,0.03,0
sshkey_parse_private_fileblob_type,0,0.26,0.09,0,0.35,0.03,0.11,0,0.07,0.2,0.02,0,0.69,0.03,0.1,0.09,0.06
sshkey_load_private_type_fd,0,0.26,0.05,0,0.35,0.02,0.12,0.03,0.07,0.2,0.02,0,0.77,0.02,0.07,0.06,0.03
grow_dst,0,0.26,0.04,0,0.35,0.02,0.13,0.06,0.01,0.3,0,0,0.85,0.02,0.05,0.06,0.08
parse_dns_rrsection,0,0.21,0.14,0,0.35,0.06,0.25,0.09,0.07,0.2,0.05,0,0.62,0.05,0.08,0.15,0.17
process_mux_master_hello,0,0.21,0.13,0,0.35,0.05,0.21,0.03,0.2,0,0.05,0,1,0.04,0.07,0.12,0
parse_dns_qsection,0,0.21,0.11,0,0.35,0.05,0.21,0.09,0.05,0.2,0.03,0,0.62,0.04,0.08,0.12,0.08
sshkey_load_private,0,0.21,0.1,0,0.35,0.03,0.16,0.06,0.07,0.3,0.03,0.01,0.92,0.04,0.1,0.11,0.06
